,Years up,Div yield,Sector,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change
ARCC,2,9.4399996,Financial Services,67898269.9870173,83.48572248071898,,,20.0,11576653824.0,2.31,8.8008658008658,6.267299164608474
ARCO,0,1.26,Consumer Cyclical,8053323.8766225185,35.0533872682694,10.5375317492742,116.36972389181743,13.0,2675318528.0,0.86,14.767441860465116,15.145092492414676
ARDX,3,,Healthcare,74113895.22745767,224.96671534562768,93.4291804203998,225.2995974113988,10.0,1970851584.0,-0.06,-141.5,99.82384993249443
ARE,0,4.21,Real Estate,115465972.77801512,17.288688125035556,70.71228597046144,15.560174468756827,27.0,20986806272.0,1.38,87.51449275362319,5.594780172660862
ARES,0,2.6199998,Financial Services,90001338.93188477,50.85957065972042,66.45005713290276,62.899571777835774,10.0,36087840768.0,2.18,53.88532110091743,52.6526147185545
ARGX,0,,Healthcare,152375794.7751872,544.1619216242102,97.61158734370956,541.2027057344746,7.0,21768185856.0,-4.12,-89.25728155339806,35.59477500786194
ARHS,2,,Consumer Cyclical,10742408.968016306,55.630128767766315,41.14750292372894,62.25886619832968,3.0,1634296960.0,1.01,11.534653465346535,-2.4383144443255436
ARI,0,12.1199995,Real Estate,8574608.494599659,32.33325099240971,,,15.0,1632696576.0,-0.06,-192.50000000000003,-4.091632120565556
ARLO,0,,Industrials,8173947.525227864,17.26895712835136,22.6916858072869,60.482639945717544,6.0,822322496.0,-0.5,-17.38,33.313068016999615
ARLP,4,12.620000000000001,Energy,9459692.092234293,35.74645011287394,19.646358149688776,134.5089701659339,25.0,2819632640.0,5.56,3.9892086330935252,30.187703850988783
ARM,1,,Technology,565676629.6947733,16.230937833148168,94.68113471256113,18.351002292323273,1.0,77650919424.0,0.17,445.5294117647058,
ARMK,1,1.34000005,Industrials,58474403.53431702,14.912334131820526,8.674715657115508,29.97663686522476,11.0,7454338560.0,2.57,11.058365758754865,8.112956972970071
AROC,3,3.9100002000000003,Energy,18077420.26907603,-1.2418144341527104,32.317865880166416,-6.277374595914475,17.0,2475079936.0,0.53,29.92452830188679,19.644038185588645
ARQQ,0,,Technology,284721.6051650047,,,,3.0,73667880.0,-0.56,-0.8017857142857142,-85.89836877287306
ARQT,1,,Healthcare,22462646.173426308,,,,4.0,441374240.0,-4.33,-1.0531177829099305,-44.3622888311128
ARR,1,14.799999999999999,Real Estate,24284886.00908915,-732.2883049301918,,,17.0,953450432.0,-1.75,-11.120000000000001,-27.10169672676478
ARRY,0,,Technology,79708860.29301962,44.84335217527672,15.609542244258094,57.57488317900488,4.0,1974881024.0,0.39,33.48717948717949,-17.83967212836833
ARVN,0,,Healthcare,20533842.736206055,126.04953034057512,,,6.0,2021086592.0,-5.52,-6.653985507246377,57.027639904737256
ARW,0,,Technology,70135103.58383179,13.95966501208713,12.115428589136044,23.39093066077107,44.0,6228331008.0,17.96,6.403118040089087,14.10121622537128
ARWR,1,,Healthcare,81925212.98736572,44.00699032203086,,,31.0,4042914048.0,-1.92,-17.088541666666668,70.94073430982407
ASAI,1,0.64999997,Consumer Defensive,5682138.941192627,23.18501436923678,16.63377922608934,23.129690954059733,3.0,3693798144.0,0.61,22.18032786885246,14.996319962885647
ASAN,2,,Technology,38971853.51150513,56.8299840718571,88.19590101417971,59.10440150122128,4.0,4107996160.0,-1.33,-13.8796992481203,36.269614231792325
ASB,1,4.03,Financial Services,27275963.970158897,0.5335632719677519,,,44.0,3299548416.0,2.44,8.959016393442623,3.2144528502119103
ASC,1,7.0700005,Industrials,11568203.657913208,59.521340474330046,47.0901268009149,117.9997481011681,11.0,671931520.0,3.39,4.7994100294985245,71.47946580165024
ASH,0,1.97,Basic Materials,45829502.76926677,3.2038188725938777,31.66317115285606,5.405204402190026,44.0,3979467008.0,3.13,25.031948881789138,5.111588203121959
ASLE,0,,Industrials,5534190.102481842,41.471304693286115,32.46419052317266,76.48623575218737,5.0,513128128.0,0.12,80.75,8.429393256042323
ASM,0,,Basic Materials,204992.06614673138,131.81078513036738,22.287828090417843,1045.7413232828335,19.0,61698536.0,0.01,47.97,8.182818555024635
ASML,2,0.72000003,Technology,817594925.0528972,23.454190581336498,50.62235710641398,26.69696787407205,29.0,334340063232.0,21.6,39.22731481481481,45.073767191573054
ASND,2,,Healthcare,61200230.0,284.8990061729165,76.99615262152417,389.31745682738375,9.0,7590427136.0,-11.64,-11.52233676975945,23.302970346615503
ASO,0,0.5499999999999999,Consumer Cyclical,76818500.41971841,10.420671513778624,32.35491103596834,16.951236703349494,4.0,4812425728.0,6.46,10.046439628482974,52.35668619360731
ASPI,2,,Basic Materials,1009411.1923599243,,,,2.0,123396448.0,-0.35,-7.228571428571429,13.291133748971353
ASPN,0,,Industrials,10576902.309894562,34.794851711763954,8.494509686739553,-40.91744931536543,10.0,901309760.0,-0.72,-16.40277777777778,107.04811906453035
ASRT,0,,Healthcare,1227785.3677717843,22.59639362064265,85.01337590705991,27.30295258069706,27.0,82778136.0,-2.74,-0.31912408759124083,-12.610728276338232
ASTL,0,2.3699999,Basic Materials,6349858.857536316,25.58999756537214,14.618346927236674,164.1986704303024,3.0,877624896.0,0.63,13.396825396825395,8.425641282486271
ASTR,0,,Industrials,1074815.9759759905,,,,4.0,44422028.0,-7.35,-0.26666666666666666,-63.389446239268715
ASTS,0,,Technology,22035789.591732025,59.670205477161886,46.590986985140255,55.72135919249508,5.0,773098432.0,-0.83,-3.7108433734939763,-4.533496105845371
ASX,2,6.0,Technology,54862868.213653564,18.59956746857321,18.608428550160053,31.8903830877152,24.0,20522645504.0,0.54,17.629629629629626,23.47938915036865
ASXC,0,,Healthcare,380348.52238893503,72.68322773428832,-50.302456168006564,38.00256706856834,33.0,75920336.0,-0.33,-0.8684848484848485,-30.597774612040315
ATAI,1,,Healthcare,3941734.692437648,,,,3.0,288857408.0,-0.43,-4.046511627906977,-56.06504912256383
ATAT,1,0.83,Consumer Cyclical,9199726.082954407,21.231596904655092,26.01052845210721,44.08079942957331,2.0,2489093632.0,0.46,39.326086956521735,-3.662596174506516
ATEC,3,,Healthcare,23033600.0,56.078605977031735,67.34932082730012,50.82043414063166,18.0,2167185664.0,-1.51,-10.529801324503312,64.73337887235216
ATEN,1,1.72,Technology,6385196.834996541,11.493229913689529,78.69766851574904,12.893128161822066,10.0,1032745152.0,0.52,26.788461538461537,20.253734782590257
ATHA,1,,Healthcare,1765714.020983378,,,,4.0,114924888.0,-3.17,-0.9526813880126184,-53.65719321312907
ATHM,0,7.000000000000001,Communication Services,10394924.511260984,-10.255219459037585,85.54126506550297,-13.70303437595492,11.0,3097059072.0,2.23,11.076233183856502,-9.624848187556022
ATI,0,,Industrials,45937270.66505432,15.448322333782794,13.445928910120756,64.07177625148421,25.0,5479432192.0,2.07,20.748792270531403,22.15720161633666
ATNF,0,,Healthcare,487663.1895303726,,,,7.0,2180111.0,-14.2,-0.015316901408450705,-43.22250859129274
ATO,0,2.9000001,Utilities,84779699.70428468,15.281628376811232,48.82188592761056,10.366115635282675,41.0,16725982208.0,6.1,18.178688524590164,5.225444279724141
ATRA,1,,Healthcare,1719913.7847189107,,,,10.0,59155528.0,-2.78,-0.20877697841726622,-43.33331391495835
ATRC,0,,Healthcare,18399440.0,26.629352345029677,73.92560256372971,28.672343620664698,19.0,1591527552.0,-0.54,-62.185185185185176,9.325165654697393
ATSG,0,,Industrials,9920383.862304688,14.183327816677405,22.542518933505843,18.295061208367446,21.0,1073739264.0,1.48,11.114864864864865,-2.7209712159571806
ATUS,0,,Communication Services,11126370.258553822,-1.2045185175604767,66.49866324413676,-0.8089179408959812,7.0,1245965696.0,-0.05,-54.800000000000004,-10.836238955927275
ATXI,0,,Healthcare,2354428.383792439,,,,7.0,1919577.0,-2.62,-0.05530534351145038,-44.517270822804164
ATXS,1,,Healthcare,5643090.916976929,,,,9.0,348795808.0,-2.12,-4.009433962264151,8.251770381392046
AU,0,0.43,Basic Materials,27060988.279304504,-0.3013354485745523,30.7602914874073,-18.120605582265842,26.0,7189186560.0,0.1,171.29999999999998,12.163288165103044
AULT,0,,Industrials,528677.8067326864,137.93790614693927,42.53776171310122,187.977466004784,28.0,1752992.0,-4799.0,-0.00012942279641591997,-19.039284436623472
AUPH,0,,Healthcare,20656729.82276916,92.44423233529359,97.79393296055956,88.59529305689631,10.0,1131631104.0,-0.54,-14.592592592592592,51.537279613199054
AUR,0,,Technology,20502313.83444786,,,,3.0,4924119552.0,-0.73,-4.438356164383562,85.95150381110983
AUTL,0,,Healthcare,7502231.974077225,416.8712674187127,,,6.0,998696768.0,-0.98,-5.857142857142858,8.30641734166233
AUVI,1,,Consumer Cyclical,13952986.154874165,88.06966957493565,24.261358901129366,152.29075129114605,4.0,3127736.0,182.5,0.013753424657534246,-68.5239214390486
AVA,0,5.510000000000001,Utilities,20104223.815053307,13.853277238499938,64.09249913327953,2.7251104334874987,51.0,2584078080.0,2.2,15.18181818181818,-2.502477583213918
AVB,0,3.75,Real Estate,158249915.70638022,6.366491495601412,63.86048611676578,6.839845441553283,30.0,24998901760.0,6.58,26.752279635258358,6.857926142519361
AVDL,2,,Healthcare,17787412.16243744,-100.0,,-100.0,28.0,1230338048.0,-2.15,-6.372093023255814,57.57822885846508
AVDX,0,,Technology,25609545.88569641,30.477701082979802,59.134367864971345,39.4941458042676,3.0,2216344576.0,-0.33,-33.06060606060606,-4.674726271466749
AVGO,2,1.67,Technology,3402544414.7753906,14.582721430109205,63.35456911279816,22.513904482705886,15.0,586987929600.0,32.98,38.019102486355365,39.69444353253432
AVIR,1,,Healthcare,2051779.646015167,261.2433944029774,,,4.0,300367808.0,-1.57,-2.2929936305732483,-53.79650178026179
AVNS,0,,Healthcare,7955701.319427488,7.14762029947088,52.076498431040584,10.504467345093637,10.0,889978752.0,0.37,51.810810810810814,-10.422160084757815
AVNT,0,2.8499998,Basic Materials,18588313.563232422,2.359549843164588,26.214287568371773,6.9313883447505775,25.0,3298219520.0,0.34,106.41176470588235,12.099759285560632
AVPT,0,,Technology,6903478.733495077,23.856148947254773,72.64675232445838,22.629768142044004,5.0,1397667840.0,-0.21,-36.23809523809524,14.77022524020685
AVT,0,2.5799999000000002,Technology,21968665.530395508,14.794181731615797,11.84016134521571,16.08065643115385,51.0,4348728320.0,8.58,5.601398601398602,7.956567933389104
AVTR,0,,Basic Materials,157098442.04502106,8.616652280436698,33.690329122514036,12.146439547763777,5.0,14927838208.0,0.54,40.87037037037037,15.773070584487565
AVXL,0,,Healthcare,13612015.803311666,,,,18.0,540129152.0,-0.6,-10.966666666666667,69.91469323008725
AWIN,0,,Technology,99278.4012794494,-60.55043273894957,,-27.674851815075446,3.0,7328250.0,-0.15,-0.7793333333333334,-46.672446024577894
AWK,0,2.32,Utilities,126892985.6136068,0.2696918067774612,56.64519033886115,1.1147667475265188,16.0,23742326784.0,4.84,25.194214876033058,10.125639991732417
AWP,0,13.11,Financial Services,1522870.6862926483,-175.6336227935756,,,17.0,312593280.0,-0.18,-20.333333333333336,-0.4327862722747269
AX,0,,Financial Services,31495154.688034058,16.074313769570068,,,19.0,3187972096.0,5.48,10.076642335766422,20.87770408432156
AXGN,1,,Healthcare,4491960.759270986,11.111624733118164,81.78449488284905,12.34801969865621,38.0,396001120.0,-0.55,-16.727272727272723,-17.016684481942992
AXL,0,,Consumer Cyclical,7493836.666666666,10.993558375604074,12.844306314749636,10.781549719794214,25.0,894346048.0,-0.01,-764.0,-3.4415539671822657
AXNX,1,,Healthcare,192000717.7835083,56.72820371490816,65.5186146371405,71.64764601703322,6.0,3455358464.0,-0.23,-295.9130434782609,37.38009732601676
AXP,0,1.2899999500000001,Financial Services,540196216.1553955,20.439226576283296,,,52.0,135415586816.0,10.67,17.41518275538894,16.028139711524524
AXS,0,3.01,Financial Services,30738584.677403767,5.726948636029067,,,21.0,4984934400.0,6.25,9.3568,1.9280925919406688
AXSM,3,,Healthcare,63877888.804626465,,,,9.0,4342983680.0,-4.57,-20.083150984682714,719.5575765850406
AXTA,0,,Basic Materials,56154955.29103597,14.378955436994744,31.88066680531054,5.476072573324542,10.0,7146095616.0,1.07,30.345794392523363,9.999967902088638
AY,0,9.32,Utilities,13832266.312179564,5.267233716428504,81.23950016678614,1.2318284141556946,10.0,2218637056.0,0.43,44.418604651162795,5.630939697947387
AYI,2,0.22999999999999998,Industrials,94780810.99853514,6.151293215697887,42.470133570619616,7.000488220902594,23.0,7055814656.0,11.68,19.602739726027398,16.9094235245425
AYX,1,,Technology,128809130.02878824,33.89176863369183,88.99329284675225,29.971215384242733,7.0,3427476992.0,-4.12,-11.512135922330097,3.295016189803211
AZEK,0,,Industrials,41996299.97047424,15.723937654843843,32.032542713982664,14.535651836817628,4.0,5430560256.0,0.45,82.75555555555556,17.48096874299581
AZN,0,2.18,Healthcare,399535685.0,29.55362773112271,72.9714259855925,22.560162775121118,31.0,206481965056.0,1.89,35.238095238095234,12.758957692522488
AZUL,0,,Industrials,10889312.59261449,66.7685199849085,6.759606238654523,-143.7312317087841,7.0,941996416.0,-2.13,-3.7840375586854464,-5.8778948611408754
B,0,1.9900000000000002,Industrials,14201724.069697063,6.099044985261148,35.14382290540434,2.7896609450768883,44.0,1626157568.0,0.47,68.27659574468086,-8.633254369321525
BA,0,,Industrials,3229026900.0,7.018432350374493,0.10877213402211201,-68.49695466528138,62.0,129543733248.0,-4.69,-45.656716417910445,-1.554542141942909
BABA,0,1.3300001000000001,Consumer Cyclical,1814159058.5247803,20.49497189624565,39.84124841244343,12.623851724039948,10.0,187999993856.0,7.14,10.532212885154063,-4.469479297022898
BAC,0,2.91,Financial Services,1475095474.1389213,5.370860149519851,,,51.0,260392255488.0,3.08,10.707792207792206,10.376987357806259
BAH,3,1.46,Industrials,72205452.33561198,7.473261826715667,53.76674642099557,6.695719517567977,14.0,16838705152.0,2.23,57.91479820627803,24.658356011725065
BAK,0,,Basic Materials,7516356.219828923,35.900393888943526,20.42326838537413,60.673767694579794,25.0,2918532864.0,-2.39,-3.0543933054393304,-1.0098574793343587
BALL,0,1.43,Consumer Cyclical,92326939.65499878,14.183592926027554,19.14348372821597,2.828695973499329,51.0,17615865856.0,1.92,29.098958333333332,10.729322931180416
BAM,0,3.2399999999999998,Financial Services,42370753.30558777,-38.071968014215905,,-38.92217865430519,2.0,15521643520.0,0.06,659.3333333333334,40.111608168987225
BANC,0,3.0299999,Financial Services,28598434.245452877,16.816821733695363,,,22.0,2083281280.0,1.75,7.5371428571428565,2.7152710914302727
BAR,0,,,14123309.490661621,,,,7.0,,,,10.334329443519383
BARK,1,,Consumer Cyclical,1350431.7478084567,36.095939108627704,58.29873020926183,33.643227296270155,4.0,160743344.0,-0.32,-2.801875,-60.53815597934325
BAX,0,3.06,Healthcare,154978844.7472127,13.86788775151241,38.31317218678723,8.506333211411455,43.0,19217434624.0,0.46,82.34782608695653,-6.958626122535267
BB,2,,Technology,21445952.0452706,-14.122192459777114,68.57089946200412,-17.792486548012143,25.0,1715078400.0,-0.99,-2.95959595959596,-4.39054083926665
BBAI,0,,Technology,5691986.034552256,6.479687864924655,25.568669340183124,26.19760479041917,3.0,290109600.0,-0.5,-3.7,64.70777512448902
BBAR,3,5.88,Financial Services,3996703.137353261,18.011309386418638,,,31.0,1811009536.0,0.3,18.8,-6.356155202642701
BBD,0,3.8399997999999997,Financial Services,58279780.834150314,15.385312362530545,,,22.0,32990818304.0,0.24,12.916666666666668,-12.37543995193855
BBIO,0,,Healthcare,77400210.0932312,378.2612275600237,97.03692813559627,359.41196097564625,5.0,6304564736.0,-3.91,-9.268542199488492,100.45292312853488
BBVA,0,5.11,Financial Services,7191418.8225364685,12.966605757745642,,,36.0,52139315200.0,1.32,6.742424242424242,13.360823618683435
BBWI,0,1.94,Consumer Cyclical,137235185.85212705,12.486036715511855,46.06166000105878,12.884619016781917,42.0,9295212544.0,3.14,13.101910828025478,34.15312335713575
BBY,0,5.0200000000000005,Consumer Cyclical,184163678.69750974,2.4232285948114813,22.323486739266816,0.15710089222979634,39.0,15794989056.0,5.79,12.664939550949914,11.55920273898721
BC,0,1.9,Consumer Cyclical,54214239.671173096,25.498119606413262,28.32741568818876,27.11208803389451,43.0,5805030912.0,7.04,11.982954545454545,18.828572900671297
BCE,1,7.1,Communication Services,77887890.91125488,2.782634094836922,68.96077312075204,1.9204933929731771,42.0,37310656512.0,1.81,22.46961325966851,1.047696318010918
BCEL,1,,Healthcare,6723509.545387029,,,,5.0,10016972.0,-2.5,-0.10112000000000002,-58.48193630930852
BCLI,1,,Healthcare,302790.39323210716,,,,21.0,15968002.0,-0.42,-0.7761904761904762,-25.566371848918486
BCRX,0,,Healthcare,22347490.0,427.3486772359086,94.51136709624465,452.64082918834055,30.0,1105968640.0,-1.25,-4.32,15.932956737215807
BCS,0,5.0300002,Financial Services,160364853.45256802,7.600703116736984,,,38.0,28717891584.0,1.72,4.406976744186046,3.222681242590027
BCX,0,7.000000000000001,Financial Services,3753943.0133628845,-1135.3194098083845,,,13.0,730657600.0,1.26,6.753968253968254,5.601313580222485
BDJ,1,8.649999999999999,Financial Services,4571016.177616119,-1088.207335675205,,,19.0,1454653184.0,0.85,9.176470588235293,1.3592777838075292
BDN,0,11.95,Real Estate,14242864.9054718,-2.510002804105582,61.49762363824481,-2.479093002052324,38.0,866522304.0,-0.06,-83.66666666666666,-11.138580784248905
BDX,0,1.6199999999999999,Healthcare,366122536.0220337,6.7714399664832285,43.62614712972372,7.185994211890283,51.0,68120301568.0,5.09,46.084479371316306,2.5484905092700103
BE,0,,Industrials,52568512.411397286,22.873330287993234,17.8547235679159,-2.8874713000016428,6.0,2659461632.0,-1.68,-7.065476190476191,39.92557431763372
BEAM,0,,Healthcare,30019666.666666668,107967.08651595812,,,4.0,2018041472.0,-4.17,-5.937649880095924,-27.904096918501136
BECN,0,,Industrials,86013153.37422688,13.057869434907365,25.66368684759593,16.97379040643755,20.0,5239203840.0,-1.03,-79.76699029126213,25.21595978836735
BEKE,0,,Real Estate,119016251.00738524,-5.14863700941971,22.07529544075238,-9.529123156892949,4.0,17673510912.0,0.65,22.138461538461538,-27.268216578033314
BEN,0,4.61,Financial Services,97107555.0,14.810498152185062,37.694536762864686,16.71899666717255,41.0,13319766016.0,1.72,15.627906976744185,1.8983898176163199
BEPC,0,4.8,Utilities,24828730.735715233,10.638503495646356,66.45362789527178,13.519978139366962,4.0,5083428352.0,8.68,3.2407834101382487,-19.159794023466436
BERY,0,1.66,Consumer Cyclical,46754859.89644369,3.4367258384377966,18.30160598286483,-1.3067738977326604,12.0,7681323520.0,4.95,13.385858585858587,8.592623082364138
BETR,0,,Financial Services,774197.9655861855,-69.5002054743866,-23.94440278313702,-186.4652472655885,3.0,446652224.0,-1.0,-0.5946,-44.99183857320757
